DATE,TIME,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%),Substation Shutdown,F1,F2,F3,F4,Jul-Oct-,Rainy,0
,06:00:00,11.6,89,0.93,1663,0,1,85,58,,,,,,,,
,07:00:00,11.6,105,0.93,1962,0,1,86,51,,,,,,,,
,08:00:00,11.3,108,0.93,1966,0,1,86,51,,,,,,,,
,09:00:00,11.4,108,0.93,1983,0,1,86,51,,,,,,,,
,10:00:00,11.4,107,0.93,1965,0,1,82,63,,,,,,,,
,11:00:00,11.4,109,0.93,2002,0,1,82,63,,,,,,,,
,12:00:00,11.5,107,0.93,1982,0,1,82,63,,,,,,,,
,13:00:00,11.5,106,0.93,1964,0,1,80,73,,,,,,,,
,14:00:00,11.5,102,0.93,1889,0,1,80,73,,,,,,,,
,15:00:00,11.5,98,0.93,1815,0,1,80,73,,,,,,,,
,16:00:00,11.6,94,0.93,1756,0,1,78,85,,,,,,,,
,17:00:00,11.6,91,0.93,1700,0,1,78,85,,,,,,,,
,18:00:00,11.7,95,0.93,1790,0,1,78,85,,,,,,,,
,19:00:00,11.7,61,0.93,1150,0,1,75,73,,,,,,,,
,20:00:00,11.7,60,0.93,1131,0,1,75,73,,,,,,,,
,21:00:00,11.7,56,0.93,1055,0,1,75,73,,,,,,,,
,22:00:00,11.8,48,0.93,912,0,1,76,90,,,,,,,,
,23:00:00,11.8,46,0.93,874,0,1,76,90,,,,,,,,
,00:00:00,11.8,45,0.93,855,0,1,76,90,,,,,,,,
13-11-2021,01:00:00,11.6,74,0.89,1323,0,1,79,85,,,,,,,,
,02:00:00,11.6,74,0.89,1323,0,1,79,85,,,,,,,,
,03:00:00,11.6,74,0.89,1323,0,1,79,85,,,,,,,,
,04:00:00,11.6,74,0.89,1323,0,1,84,65,,,,,,,,
,05:00:00,11.6,80,0.89,1431,0,1,84,65,,,,,,,,
,06:00:00,11.4,86,0.89,1511,0,1,84,65,,,,,,,,
,07:00:00,11.5,90,0.89,1595,0,1,85,62,,,,,,,,
,08:00:00,11.6,90,0.89,1609,0,1,85,62,,,,,,,,
,09:00:00,11.6,93,0.89,1663,0,1,85,62,,,,,,,,
,10:00:00,11.5,104,0.89,1844,0,1,84,68,1,,,,,,,
,11:00:00,11.5,109,0.89,1932,0,1,84,68,1,,,,,,,
,12:00:00,11.6,38,0.89,680,0,1,84,68,,,,,,,,
,13:00:00,11.8,98,0.89,1783,0,1,81,81,,,,,,,,
,14:00:00,11.8,88,0.89,1601,0,1,81,81,,,,,,,,
,15:00:00,11.7,82,0.89,1479,0,1,81,81,,,,,,,,
,16:00:00,11.7,84,0.89,1515,0,1,79,88,,,,,,,,
,17:00:00,11.7,76,0.89,1371,0,1,79,88,,,,,,,,
,18:00:00,11.8,79,0.89,1437,0,1,79,88,,,,,,,,
,19:00:00,11.7,62,0.89,1118,0,1,76,86,,,,,,,,
,20:00:00,11.7,62,0.89,1118,0,1,76,86,,,,,,,,
,21:00:00,11.7,52,0.89,938,0,1,76,86,,,,,,,,
,22:00:00,11.8,51,0.89,928,0,1,78,82,,,,,,,,
,23:00:00,11.8,46,0.89,837,0,1,78,82,,,,,,,,
,00:00:00,11.8,44,0.89,800,0,1,78,82,,,,,,,,
14-11-2021,01:00:00,11.7,57,0.94,1086,1,1,79,91,,,,,,,,
,02:00:00,11.7,57,0.94,1086,1,1,79,91,,,,,,,,
,03:00:00,11.6,57,0.94,1077,1,1,79,91,,,,,,,,
,04:00:00,11.6,58,0.94,1095,1,1,83,71,,,,,,,,
,05:00:00,11.6,58,0.94,1095,1,1,83,71,,,,,,,,
,06:00:00,11.6,66,0.94,1246,1,1,83,71,,,,,,,,
,07:00:00,11.6,85,0.94,1605,1,1,83,70,,,,,,,,
,08:00:00,11.7,87,0.94,1657,1,1,83,70,,,,,,,,
,09:00:00,11.7,101,0.94,1924,1,1,83,70,,,,,,,,
,10:00:00,11.6,100,0.94,1889,1,1,84,69,,,,,,,,
,11:00:00,11.6,107,0.94,2021,1,1,84,69,,,,,,,,
,12:00:00,11.6,107,0.94,2021,1,1,84,69,,,,,,,,
,13:00:00,11.6,105,0.94,1983,1,1,80,83,,,,,,,,
,14:00:00,11.6,105,0.94,1983,1,1,80,83,,,,,,,,
,15:00:00,11.6,105,0.94,1983,1,1,80,83,,,,,,,,
,16:00:00,11.6,114,0.94,2153,1,1,78,90,,,,,,,,
,17:00:00,11.6,105,0.94,1983,1,1,78,90,,,,,,,,
,18:00:00,11.8,116,0.94,2229,1,1,78,90,,,,,,,,
,19:00:00,11.7,61,0.94,1162,1,1,78,82,,,,,,,,
,20:00:00,11.7,60,0.94,1143,1,1,78,82,,,,,,,,
,21:00:00,11.7,55,0.94,1048,1,1,78,82,,,,,,,,
,22:00:00,11.7,50,0.94,952,1,1,76,93,,,,,,,,
,23:00:00,11.7,44,0.94,838,1,1,76,93,,,,,,,,
,00:00:00,11.7,44,0.94,838,1,1,76,93,,,,,,,,
15-11-2021,01:00:00,11.6,82,0.99,1631,0,1,80,89,,,,,,,,
,02:00:00,11.6,82,0.99,1631,0,1,80,89,,,,,,,,
,03:00:00,11.6,67,0.99,1333,0,1,80,89,,,,,,,,
,04:00:00,11.6,67,0.99,1333,0,1,82,67,,,,,,,,
,05:00:00,11.6,67,0.99,1333,0,1,82,67,,,,,,,,
,06:00:00,11.5,68,0.99,1341,0,1,82,67,,,,,,,,
,07:00:00,11.5,100,0.99,1972,0,1,88,53,,,,,,,,
,08:00:00,11.5,103,0.99,2031,0,1,88,53,,,,,,,,
,09:00:00,11.5,78,0.99,1538,0,1,88,53,,,,,,,,
,10:00:00,11.5,100,0.99,1972,0,1,86,56,,,,,,,,
,11:00:00,11.6,108,0.99,2148,0,1,86,56,,,,,,,,
,12:00:00,11.6,98,0.99,1949,0,1,86,56,,,,,,,,
,13:00:00,11.6,98,0.99,1949,0,1,81,78,,,,,,,,
,14:00:00,11.6,91,0.99,1810,0,1,81,78,,,,,,,,
,15:00:00,11.6,87,0.99,1731,0,1,81,78,,,,,,,,
,16:00:00,11.7,87,0.99,1745,0,1,80,87,,,,,,,,
,17:00:00,11.6,84,0.99,1671,0,1,80,87,,,,,,,,
,18:00:00,11.5,74,0.99,1459,0,1,80,87,,,,,,,,
,19:00:00,11.7,62,0.99,1244,0,1,77,91,,,,,,,,
,20:00:00,11.7,62,0.99,1244,0,1,77,91,,,,,,,,
,21:00:00,11.7,54,0.99,1083,0,1,77,91,,,,,,,,
,22:00:00,11.7,52,0.99,1043,0,1,75,93,,,,,,,,
,23:00:00,11.8,48,0.99,971,0,1,75,93,,,,,,,,
,00:00:00,11.8,46,0.99,931,0,1,75,93,,,,,,,,
16-11-2021,01:00:00,11.7,44,0.77,687,0,1,77,93,,,,,,,,
,02:00:00,11.7,44,0.77,687,0,1,77,93,,,,,,,,
,03:00:00,11.7,44,0.77,687,0,1,77,93,,,,,,,,
,04:00:00,11.7,44,0.77,687,0,1,86,83,,,,,,,,
,05:00:00,11.6,62,0.77,959,0,1,86,83,,,,,,,,
,06:00:00,11.6,70,0.77,1083,0,1,86,83,,,,,,,,
,07:00:00,11.5,74,0.77,1135,0,1,86,62,,,,,,,,
,08:00:00,11.5,72,0.77,1104,0,1,86,62,,,,,,,,
,09:00:00,11.4,72,0.77,1095,0,1,86,62,,,,,,,,
,10:00:00,11.4,72,0.77,1095,0,1,84,75,,,,,,,,
,11:00:00,11.4,70,0.77,1064,0,1,84,75,,,,,,,,
,12:00:00,11.4,68,0.77,1034,0,1,84,75,,,,,,,,
,13:00:00,11.5,66,0.77,1012,0,1,80,85,,,,,,,,
,14:00:00,11.5,68,0.77,1043,0,1,80,85,,,,,,,,
,15:00:00,11.8,70,0.77,1102,0,1,80,85,,,,,,,,
,16:00:00,11.5,66,0.77,1012,0,1,79,90,,,,,,,,
,17:00:00,11.5,86,0.77,1319,0,1,79,90,,,,,,,,
,18:00:00,11.6,90,0.77,1392,0,1,79,90,,,,,,,,
,19:00:00,11.6,62,0.77,959,0,1,78,90,,,,,,,,
,20:00:00,11.6,61,0.77,944,0,1,78,90,,,,,,,,
,21:00:00,11.6,59,0.77,913,0,1,78,90,,,,,,,,
,22:00:00,11.7,56,0.77,874,0,1,77,91,,,,,,,,
,23:00:00,11.7,52,0.77,811,0,1,77,91,,,,,,,,
,00:00:00,11.7,47,0.77,733,0,1,77,91,,,,,,,,
17-11-2021,01:00:00,11.7,72,0.85,1240,0,1,80,90,,,,,,,,
,02:00:00,11.7,72,0.85,1240,0,1,80,90,,,,,,,,
,03:00:00,11.7,72,0.85,1240,0,1,80,90,,,,,,,,
,04:00:00,11.7,72,0.85,1240,0,1,87,56,,,,,,,,
,05:00:00,11.6,72,0.85,1230,0,1,87,56,,,,,,,,
,06:00:00,11.5,76,0.85,1287,0,1,87,56,,,,,,,,
,07:00:00,11.4,78,0.85,1309,0,1,87,52,,,,,,,,
,08:00:00,11.4,84,0.85,1410,0,1,87,52,,,,,,,,
,09:00:00,11.5,78,0.85,1321,0,1,87,52,,,,,,,,
,10:00:00,11.4,90,0.85,1511,0,1,86,61,,,,,,,,
,11:00:00,11.4,90,0.85,1511,0,1,86,61,,,,,,,,
,12:00:00,11.5,78,0.85,1321,0,1,86,61,,,,,,,,
,13:00:00,11.7,78,0.85,1344,0,1,82,84,,,,,,,,
,14:00:00,11.7,78,0.85,1344,0,1,82,84,,,,,,,,
,15:00:00,11.7,84,0.85,1447,0,1,82,84,,,,,,,,
,16:00:00,11.7,84,0.85,1447,0,1,80,88,,,,,,,,
,17:00:00,11.5,107,0.85,1812,0,1,80,88,,,,1,,,,
,18:00:00,11.6,66,0.85,1127,0,1,80,88,,,,,,,,
,19:00:00,11.4,62,0.85,1041,0,1,78,91,,,,,,,,
,20:00:00,11.6,61,0.85,1042,0,1,78,91,,,,,,,,
,21:00:00,11.6,59,0.85,1008,0,1,78,91,,,,,,,,
,22:00:00,11.6,56,0.85,956,0,1,78,92,,,,,,,,
,23:00:00,11.6,51,0.85,871,0,1,78,92,,,,,,,,
,00:00:00,11.6,46,0.85,786,0,1,78,92,,,,,,,,
18-11-2021,01:00:00,11.6,82,0.93,1532,0,1,81,89,,,,,,,,
,02:00:00,11.6,82,0.93,1532,0,1,81,89,,,,,,,,
,03:00:00,11.6,82,0.93,1532,0,1,81,89,,,,,,,,
,04:00:00,11.6,82,0.93,1532,0,1,86,63,,,,,,,,
,05:00:00,11.4,82,0.93,1506,0,1,86,63,,,,,,,,
,06:00:00,11.3,83,0.93,1511,0,1,86,63,,,,,,,,
,07:00:00,11.6,84,0.93,1570,0,1,88,53,,,,,,,,
,08:00:00,11.6,89,0.93,1663,0,1,88,53,,,,,,,,
,09:00:00,11.5,96,0.93,1778,0,1,88,53,,,,,,,,
,10:00:00,11.7,84,0.93,1583,0,1,80,87,,,,,,,,
,11:00:00,11.7,79,0.93,1489,0,1,80,87,,,,,,,,
,12:00:00,11.7,79,0.93,1489,0,1,80,87,,,,,,,,
,13:00:00,11.8,81,0.93,1540,0,1,78,90,,,,,,,,
,14:00:00,11.2,81,0.93,1461,0,1,78,90,,,,,,,,
,15:00:00,11.6,79,0.93,1476,0,1,78,90,,,,,,,,
,16:00:00,11.7,81,0.93,1527,0,1,79,92,,,,,,,,
,17:00:00,11.7,81,0.93,1527,0,1,79,92,,,,,,,,
,18:00:00,11.6,81,0.93,1514,0,1,79,92,,,,,,,,
,19:00:00,11.5,61,0.93,1130,0,1,75,88,,,,,,,,
,20:00:00,11.5,61,0.93,1130,0,1,75,88,,,,,,,,
,21:00:00,11.5,57,0.93,1056,0,1,75,88,,,,,,,,
,22:00:00,11.5,52,0.93,963,0,1,75,88,,,,,,,,
,23:00:00,11.6,45,0.93,841,0,1,75,88,,,,,,,,
,00:00:00,11.6,45,0.93,841,0,1,75,88,,,,,,,,
19-11-2021,01:00:00,11.6,70,0.84,1181,0,1,77,75,,,,,,,,
,02:00:00,11.8,70,0.84,1202,0,1,77,75,,,,,,,,
,03:00:00,11.6,70,0.84,1181,0,1,77,75,,,,,,,,
,04:00:00,11.5,74,0.84,1238,0,1,85,59,,,,,,,,
,05:00:00,11.5,75,0.84,1255,0,1,85,59,,,,,,,,
,06:00:00,11.4,79,0.84,1310,0,1,85,59,,,,,,,,
,07:00:00,11.4,78,0.84,1294,0,1,86,53,,,,,,,,
,08:00:00,11.4,86,0.84,1426,0,1,86,53,,,,,,,,
,09:00:00,11.8,99,0.84,1700,0,1,86,53,,,,,,,,
,10:00:00,11.6,79,0.84,1333,0,1,84,61,,,,,,,,
,11:00:00,11.7,77,0.84,1311,0,1,84,61,,,,,,,,
,12:00:00,11.5,67,0.84,1121,0,1,84,61,,,,,,,,
,13:00:00,11.4,67,0.84,1111,0,1,80,84,,,,,,,,
,14:00:00,11.4,78,0.84,1294,0,1,80,84,,,,,,,,
,15:00:00,11.5,77,0.84,1288,0,1,80,84,,,,,,,,
,16:00:00,11.5,67,0.84,1121,0,1,78,88,,,,,,,,
,17:00:00,11.4,67,0.84,1111,0,1,78,88,,,,,,,,
,18:00:00,11.6,79,0.84,1333,0,1,78,88,,,,,,,,
,19:00:00,11.6,61,0.84,1030,0,1,77,88,,,,,,,,
,20:00:00,11.6,59,0.84,996,0,1,77,88,,,,,,,,
,21:00:00,11.6,57,0.84,962,0,1,77,88,,,,,,,,
,22:00:00,11.6,52,0.84,878,0,1,77,90,,,,,,,,
,23:00:00,11.6,50,0.84,844,0,1,77,90,,,,,,,,
,00:00:00,11.6,47,0.84,793,0,1,77,90,,,,,,,,
20-11-2021,01:00:00,11.6,70,0.86,1210,0,1,80,81,,,,,,,,
,02:00:00,11.6,70,0.86,1210,0,1,80,81,,,,,,,,
,03:00:00,11.6,70,0.86,1210,0,1,80,81,,,,,,,,
,04:00:00,11.6,70,0.86,1210,0,1,82,70,,,,,,,,
,05:00:00,11.6,74,0.86,1279,0,1,82,70,,,,,,,,
,06:00:00,11.5,74,0.86,1268,0,1,82,70,,,,,,,,
,07:00:00,11.4,84,0.86,1426,0,1,84,60,,,,,,,,
,08:00:00,11.4,78,0.86,1325,0,1,84,60,,,,,,,,
,09:00:00,11.7,74,0.86,1290,0,1,84,60,,,,,,,,
,10:00:00,11.7,76,0.86,1325,0,1,82,60,,,,,,,,
,11:00:00,11.7,74,0.86,1290,0,1,82,60,,,,,,,,
,12:00:00,11.5,74,0.86,1268,0,1,82,60,,,,,,,,
,13:00:00,11.5,74,0.86,1268,0,1,80,78,,,,,,,,
,14:00:00,11.5,74,0.86,1268,0,1,80,78,,,,,,,,
,15:00:00,11.5,74,0.86,1268,0,1,80,78,,,,,,,,
,16:00:00,11.5,74,0.86,1268,0,1,78,86,,,,,,,,
,17:00:00,11.7,74,0.86,1290,0,1,78,86,,,,1,,,,
,18:00:00,11.8,67,0.86,1178,0,1,78,86,,,,,,,,
,19:00:00,11.5,62,0.86,1062,0,1,78,86,,,,,,,,
,20:00:00,11.6,59,0.86,1019,0,1,76,93,,,,,,,,
,21:00:00,11.6,57,0.86,985,0,1,76,93,,,,,,,,
,22:00:00,11.6,54,0.86,933,0,1,76,93,,,,,,,,
,23:00:00,11.6,49,0.86,847,0,1,76,93,,,,,,,,
,00:00:00,11.7,47,0.86,819,0,1,76,93,,,,,,,,
21-11-2021,01:00:00,11.6,77,0.87,1346,1,1,80,83,,,,,,,,
,02:00:00,11.6,77,0.87,1346,1,1,80,83,,,,,,,,
,03:00:00,11.6,77,0.87,1346,1,1,80,83,,,,,,,,
,04:00:00,11.6,77,0.87,1346,1,1,88,53,,,,,,,,
,05:00:00,11.6,77,0.87,1346,1,1,88,53,,,,,,,,
,06:00:00,11.5,82,0.87,1421,1,1,88,53,,,,,,,,
,07:00:00,11.5,82,0.87,1421,1,1,88,50,,,,,,,,
,08:00:00,11.4,82,0.87,1409,1,1,88,50,,,,,,,,
,09:00:00,11.6,88,0.87,1538,1,1,88,50,,,,,,,,
,10:00:00,11.6,89,0.87,1556,1,1,84,65,,,,,,,,
,11:00:00,11.7,93,0.87,1640,1,1,84,65,,,,,,,,
,12:00:00,11.7,93,0.87,1640,1,1,84,65,,,,,,,,
,13:00:00,11.7,88,0.87,1551,1,1,80,82,,,,,,,,
,14:00:00,11.8,86,0.87,1529,1,1,80,82,,,,,,,,
,15:00:00,11.8,84,0.87,1494,1,1,80,82,,,,,,,,
,16:00:00,11.8,84,0.87,1494,1,1,80,85,,,,,,,,
,17:00:00,11.7,86,0.87,1516,1,1,80,85,,,,,,,,
,18:00:00,11.4,89,0.87,1529,1,1,80,85,,,,,,,,
,19:00:00,11.5,75,0.87,1300,1,1,77,90,,,,,,,,
,20:00:00,11.6,75,0.87,1311,1,1,77,90,,,,,,,,
,21:00:00,11.6,74,0.87,1294,1,1,77,90,,,,,,,,
,22:00:00,11.6,79,0.87,1381,1,1,77,90,,,,,,,,
,23:00:00,11.6,71,0.87,1241,1,1,77,90,,,,,,,,
,00:00:00,11.8,70,0.87,1245,1,1,77,90,,,,,,,,
22-11-2021,01:00:00,11.5,70,0.93,1297,0,1,78,91,,,,,,,,
,02:00:00,11.5,70,0.93,1297,0,1,78,91,,,,,,,,
,03:00:00,11.5,70,0.93,1297,0,1,78,91,,,,,,,,
,04:00:00,11.5,70,0.93,1297,0,1,84,73,,,,,,,,
,05:00:00,11.4,70,0.93,1285,0,1,84,73,,,,,,,,
,06:00:00,11.4,71,0.93,1304,0,1,84,73,,,,,,,,
,07:00:00,11.6,72,0.93,1345,0,1,89,56,,,,,,,,
,08:00:00,11.6,94,0.93,1756,0,1,89,56,,,,,,,,
,09:00:00,11.6,96,0.93,1794,0,1,89,56,,,,,,,,
,10:00:00,11.6,84,0.93,1570,0,1,85,60,,,,,,,,
,11:00:00,11.6,74,0.93,1383,0,1,85,60,,,,,,,,
,12:00:00,11.6,70,0.93,1308,0,1,85,60,,,,,,,,
,13:00:00,11.6,68,0.93,1271,0,1,80,82,,,,,,,,
,14:00:00,11.6,68,0.93,1271,0,1,80,82,,,,,,,,
,15:00:00,11.6,70,0.93,1308,0,1,80,82,,,,,,,,
,16:00:00,11.4,76,0.93,1396,0,1,79,90,,,,,,,,
,17:00:00,11.4,76,0.93,1396,0,1,79,90,,,,,,,,
,18:00:00,11.5,84,0.93,1556,0,1,79,90,,,,,,,,
,19:00:00,11.5,63,0.93,1167,0,1,77,88,,,,,,,,
,20:00:00,11.6,60,0.93,1121,0,1,77,88,,,,,,,,
,21:00:00,11.6,58,0.93,1084,0,1,77,88,,,,,,,,
,22:00:00,11.6,55,0.93,1028,0,1,77,91,,,,,,,,
,23:00:00,11.6,50,0.93,934,0,1,77,91,,,,,,,,
,00:00:00,11.7,46,0.93,867,0,1,77,91,,,,,,,,
23-11-2021,01:00:00,11.6,70,0.94,1322,0,1,79,90,,,,,,,,
,02:00:00,11.6,70,0.94,1322,0,1,79,90,,,,,,,,
,03:00:00,11.5,70,0.94,1311,0,1,79,90,,,,,,,,
,04:00:00,11.5,70,0.94,1311,0,1,79,88,,,,,,,,
,05:00:00,11.5,68,0.94,1273,0,1,79,88,,,,,,,,
,06:00:00,11.4,79,0.94,1466,0,1,79,88,,,,,,,,
,07:00:00,11.5,87,0.94,1629,0,1,83,59,,,,,,,,
,08:00:00,11.5,87,0.94,1629,0,1,83,59,,,,,,,,
,09:00:00,11.6,81,0.94,1530,0,1,83,59,,,,,,,,
,10:00:00,11.6,80,0.94,1511,0,1,83,67,,,,,,,,
,11:00:00,11.5,105,0.94,1966,0,1,83,67,,,,,,,,
,12:00:00,11.5,105,0.94,1966,0,1,83,67,,,,,,,,
,13:00:00,11.5,105,0.94,1966,0,1,79,90,,,,,,,,
,14:00:00,11.6,105,0.94,1983,0,1,79,90,,,,,,,,
,15:00:00,11.6,105,0.94,1983,0,1,79,90,,,,,,,,
,16:00:00,11.5,107,0.94,2003,0,1,77,90,,,,,,,,
,17:00:00,11.5,107,0.94,2003,0,1,77,90,,,,,,,,
,18:00:00,11.6,95,0.94,1794,0,1,77,90,,,,,,,,
,19:00:00,11.6,63,0.94,1190,0,1,79,90,,,,,,,,
,20:00:00,11.6,60,0.94,1133,0,1,79,90,,,,,,,,
,21:00:00,11.6,57,0.94,1077,0,1,79,90,,,,,,,,
,22:00:00,11.6,55,0.94,1039,0,1,75,93,,,,,,,,
,23:00:00,11.6,51,0.94,963,0,1,75,93,,,,,,,,
,00:00:00,11.6,46,0.94,869,0,1,75,93,,,,,,,,
24-11-2021,01:00:00,11.6,82,0.94,1549,0,1,77,90,,,,,,,,
,02:00:00,11.6,82,0.94,1549,0,1,77,90,,,,,,,,
,03:00:00,11.6,82,0.94,1549,0,1,77,90,,,,,,,,
,04:00:00,11.6,82,0.94,1549,0,1,84,64,,,,,,,,
,05:00:00,11.5,82,0.94,1535,0,1,84,64,,,,,,,,
,06:00:00,11.5,85,0.94,1591,0,1,84,64,,,,,,,,
,07:00:00,11.5,74,0.94,1386,0,1,87,42,,,,,,,,
,08:00:00,11.5,99,0.94,1854,0,1,87,42,,,,,,,,
,09:00:00,11.6,100,0.94,1889,0,1,87,42,,,,,,,,
,10:00:00,11.5,95,0.94,1779,0,1,85,55,,,,,,,,
,11:00:00,11.6,88,0.94,1662,0,1,85,55,,,,,,,,
,12:00:00,11.6,96,0.94,1813,0,1,85,55,,,,,,,,
,13:00:00,11.6,96,0.94,1813,0,1,78,80,,,,,,,,
,14:00:00,11.6,88,0.94,1662,0,1,78,80,,,,,,,,
,15:00:00,11.6,87,0.94,1643,0,1,78,80,,,,,,,,
,16:00:00,11.6,84,0.94,1586,0,1,75,91,,,,,,,,
,17:00:00,11.5,89,0.94,1666,0,1,75,91,,,,,,,,
,18:00:00,11.6,87,0.94,1643,0,1,75,91,,,,,,,,
,19:00:00,11.6,61,0.94,1152,0,1,76,93,,,,,,,,
,20:00:00,11.7,61,0.94,1162,0,1,76,93,,,,,,,,
,21:00:00,11.7,56,0.94,1067,0,1,76,93,,,,,,,,
,22:00:00,11.7,52,0.94,991,0,1,72,92,,,,,,,,
,23:00:00,11.7,44,0.94,838,0,1,72,92,,,,,,,,
,00:00:00,11.7,44,0.94,838,0,1,72,92,,,,,,,,
25-11-2021,01:00:00,11.6,58,0.93,1084,0,1,74,91,,,,,,,,
,02:00:00,11.6,58,0.93,1084,0,1,74,91,,,,,,,,
,03:00:00,11.6,58,0.93,1084,0,1,74,91,,,,,,,,
,04:00:00,11.6,58,0.93,1084,0,1,84,40,,,,,,,,
,05:00:00,11.5,64,0.93,1186,0,1,84,40,,,,,,,,
,06:00:00,11.5,66,0.93,1223,0,1,84,40,,,,,,,,
,07:00:00,11.5,91,0.93,1686,0,1,87,30,,,,,,,,
,08:00:00,11.5,102,0.93,1889,0,1,87,30,,,,,,,,
,09:00:00,11.6,91,0.93,1700,0,1,87,30,,,,,,,,
,10:00:00,11.5,91,0.93,1686,0,1,83,42,,,,,,,,
,11:00:00,11.4,89,0.93,1634,0,1,83,42,,,,,,,,
,12:00:00,11.4,87,0.93,1598,0,1,83,42,,,,,,,,
,13:00:00,11.4,82,0.93,1506,0,1,75,78,,,,,,,,
,14:00:00,11.4,80,0.93,1469,0,1,75,78,,,,,,,,
,15:00:00,11.5,80,0.93,1482,0,1,75,78,,,,,,,,
,16:00:00,11.6,76,0.93,1420,0,1,73,89,,,,,,,,
,17:00:00,11.5,67,0.93,1241,0,1,73,89,,,,,,,,
,18:00:00,11.5,80,0.93,1482,0,1,73,89,,,,,,,,
,19:00:00,11.6,62,0.93,1158,0,1,73,92,,,,,,,,
,20:00:00,11.6,61,0.93,1140,0,1,73,92,,,,,,,,
,21:00:00,11.6,59,0.93,1102,0,1,73,92,,,,,,,,
,22:00:00,11.7,56,0.93,1055,0,1,71,93,,,,,,,,
,23:00:00,11.7,48,0.93,905,0,1,71,93,,,,,,,,
,00:00:00,11.7,44,0.93,829,0,1,71,93,,,,,,,,
26-11-2021,01:00:00,11.5,58,0.94,1086,0,1,74,89,,,,,,,,
,02:00:00,11.5,58,0.94,1086,0,1,74,89,,,,,,,,
,03:00:00,11.5,58,0.94,1086,0,1,74,89,,,,,,,,
,04:00:00,11.5,58,0.94,1086,0,1,84,51,,,,,,,,
,05:00:00,11.4,60,0.94,1114,0,1,84,51,,,,,,,,
,06:00:00,11.6,66,0.94,1246,0,1,84,51,,,,,,,,
,07:00:00,11.6,78,0.94,1473,0,1,87,35,,,,,,,,
,08:00:00,11.4,91,0.94,1689,0,1,87,35,,,,,,,,
,09:00:00,11.6,96,0.94,1813,0,1,87,35,,,,,,,,
,10:00:00,11.4,110,0.94,2042,0,1,81,47,,,,,,,,
,11:00:00,11.4,110,0.94,2042,0,1,81,47,,,,,,,,
,12:00:00,11.4,110,0.94,2042,0,1,81,47,,,,,,,,
,13:00:00,11.6,108,0.94,2040,0,1,74,78,,,,,,,,
,14:00:00,11.6,108,0.94,2040,0,1,74,78,,,,,,,,
,15:00:00,11.4,110,0.94,2042,0,1,74,78,,,,,,,,
,16:00:00,11.4,110,0.94,2042,0,1,73,93,,,,,,,,
,17:00:00,11.4,102,0.94,1893,0,1,73,93,,,,,,,,
,18:00:00,11.7,102,0.94,1943,0,1,73,93,,,,,,,,
,19:00:00,11.6,62,0.94,1171,0,1,72,91,,,,,,,,
,20:00:00,11.6,61,0.94,1152,0,1,72,91,,,,,,,,
,21:00:00,11.6,59,0.94,1114,0,1,72,91,,,,,,,,
,22:00:00,11.7,54,0.94,1029,0,1,70,93,,,,,,,,
,23:00:00,11.7,48,0.94,914,0,1,70,93,,,,,,,,
,00:00:00,11.7,44,0.94,838,0,1,70,93,,,,,,,,
27-11-2021,01:00:00,11.6,82,0.93,1532,0,1,73,91,,,,,,,,
,02:00:00,11.6,82,0.93,1532,0,1,73,91,,,,,,,,
,03:00:00,11.6,82,0.93,1532,0,1,73,91,,,,,,,,
,04:00:00,11.6,82,0.93,1532,0,1,81,42,,,,,,,,
,05:00:00,11.4,84,0.93,1543,0,1,81,42,,,,,,,,
,06:00:00,11.4,84,0.93,1543,0,1,81,42,,,,,,,,
,07:00:00,11.5,97,0.93,1797,0,1,84,28,,,,,,,,
,08:00:00,11.4,115,0.93,2112,0,1,84,28,,,,,,,,
,09:00:00,11.4,115,0.93,2112,0,1,84,28,,,,,,,,
,10:00:00,11.4,112,0.93,2057,0,1,81,44,,,,,,,,
,11:00:00,11.6,112,0.93,2093,0,1,81,44,,,,,,,,
,12:00:00,11.4,106,0.93,1946,0,1,81,44,,,,,,,,
,13:00:00,11.5,108,0.93,2001,0,1,72,77,,,,,,,,
,14:00:00,11.5,108,0.93,2001,0,1,72,77,,,,,,,,
,15:00:00,11.5,108,0.93,2001,0,1,72,77,,,,,,,,
,16:00:00,11.4,102,0.93,1873,0,1,70,81,,,,,,,,
,17:00:00,11.5,100,0.93,1852,0,1,70,81,,,,,,,,
,18:00:00,11.5,104,0.93,1927,0,1,70,81,,,,,,,,
,19:00:00,11.6,62,0.93,1158,0,1,71,93,,,,,,,,
,20:00:00,11.6,61,0.93,1140,0,1,71,93,,,,,,,,
,21:00:00,11.6,57,0.93,1065,0,1,71,93,,,,,,,,
,22:00:00,11.7,52,0.93,980,0,1,68,92,,,,,,,,
,23:00:00,11.7,44,0.93,829,0,1,68,92,,,,,,,,
,00:00:00,11.7,44,0.93,829,0,1,68,92,,,,,,,,
28-11-2021,01:00:00,11.6,72,0.95,1374,1,1,69,79,,,,,,,,
,02:00:00,11.6,72,0.95,1374,1,1,69,79,,,,,,,,
,03:00:00,11.6,72,0.95,1374,1,1,69,79,,,,,,,,
,04:00:00,11.5,72,0.95,1362,1,1,81,38,,,,,,,,
,05:00:00,11.5,72,0.95,1362,1,1,81,38,,,,,,,,
